glucose,eda,hr,temp
137.0,0.5399785,62.2,35.59
137.0,0.529416,60.42,35.73
132.0,0.48396425,64.33,35.63
124.0,0.51597275,63.3,35.33
121.0,0.478843,61.6,35.41
123.0,0.5022092499999999,64.88,35.33
129.0,0.5214139999999999,59.32,35.81
131.0,0.5338970000000001,60.62,35.49
131.0,0.550221,63.97,35.41
131.0,0.56590525,63.65,35.45
132.0,0.5809495,63.17,35.49
133.0,0.5937525,62.65,35.55
133.0,0.5703865,59.07,35.79
131.0,0.3782837499999999,69.57,35.61
129.0,0.36964175,59.65,35.34
129.0,0.339874,56.63,35.43
130.0,0.34627575,58.32,35.39
129.0,0.4144529999999999,62.75,35.34
124.0,0.42757675,61.87,35.11
120.0,0.4394192499999999,61.35,34.99
119.0,0.4490219999999999,61.6,34.89
121.0,0.45766425,62.9,34.81
125.0,0.36323975,59.37,34.95
125.0,0.372202,58.3,35.18
121.0,0.359719,66.3,34.99
114.0,0.375403,61.28,34.89
109.0,0.38340525,60.55,34.75
107.0,0.3933275,60.73,34.79
109.0,0.40101,64.53,34.75
115.0,0.4390992499999999,63.85,34.47
122.0,0.39588825,62.03,34.75
128.0,0.3734825,61.82,34.89
131.0,0.36644075,59.65,34.95
132.0,0.37412275,58.62,34.65
133.0,0.3507564999999999,58.72,34.49
134.0,0.349156,60.85,34.55
141.0,0.3933275,59.42,35.37
142.0,0.40325,60.07,35.63
143.0,0.41285275,63.22,35.68
143.0,0.31522775,68.17,35.66
140.0,0.36452025,63.67,35.37
136.0,0.347236,76.6,35.18
132.0,0.336353,62.67,35.0
132.0,0.349796,61.4,34.97
135.0,0.4887657499999999,66.17,34.66
138.0,0.4938869999999999,56.43,34.33
141.0,0.5271755,62.05,34.57
134.0,0.3533172499999999,71.58,35.16
126.0,0.359719,62.28,35.43
119.0,0.3664404999999999,58.72,35.27
117.0,0.3744429999999999,61.22,35.05
134.0,0.5354975,59.35,34.93
143.0,0.5863907500000001,65.23,34.97
135.0,0.3021042499999999,74.5,34.25
131.0,0.2918615,69.02,34.63
126.0,0.2976232499999999,68.02,34.84
122.0,0.28674025,69.32,34.81
121.0,0.29442225,66.13,34.68
117.0,0.4490755,71.85,34.79
118.0,42.76331025,97.57,36.23
124.0,16.26772675,91.07,34.5
164.0,5.54060825,99.9,33.0
115.0,0.761171,89.72,34.91
113.0,0.50215575,71.12,34.99
104.0,0.8119952500000001,75.88,34.75
101.0,0.763343,84.52,34.95
98.0,0.54863625,67.68,34.68
95.0,0.5095177500000001,65.9,34.11
92.0,0.50951775,64.88,33.45
91.0,0.55240825,64.73,32.93
89.0,0.575134,66.58,32.53
89.0,0.56489175,73.75,33.71
102.0,1.2420335,76.18,35.07
111.0,0.90360775,73.45,35.31
182.0,0.81361575,86.22,32.66
204.0,2.2381942500000003,73.77,32.39
152.0,1.0182349999999998,68.83,33.87
107.0,0.5242785,70.62,33.99
101.0,0.7582450000000001,67.32,34.16
99.0,0.560766,73.33,34.16
95.0,21.297651,94.13,33.11
108.0,2.831364,102.38,34.29
107.0,1.8643605,85.13,34.49
110.0,2.4484215,72.65,35.41
106.0,3.539032,76.32,35.37
103.0,3.6074265,72.17,35.11
107.0,3.356177,85.13,35.53
107.0,3.16926,74.13,35.61
103.0,1.110093,69.48,34.34
102.0,0.923077,72.73,33.91
98.0,0.7499232499999999,68.27,34.34
97.0,0.69999325,101.18,34.45
179.0,0.612296,71.0,34.33
185.0,0.6036545,73.63,34.61
190.0,0.6151767499999999,74.27,34.49
181.0,0.6064660000000001,72.5,34.47
176.0,0.62054875,74.05,34.53
173.0,0.6746395,75.22,34.57
170.0,0.6858415,70.77,34.73
161.0,0.682321,71.07,34.57
165.0,0.694163,67.8,34.93
87.0,0.240969,65.07,33.61
89.0,0.254732,69.18,33.53
98.0,0.2636942499999999,61.88,34.37
101.0,0.277458,60.68,33.95
101.0,0.3187485,57.8,33.68
101.0,0.42533575,58.27,33.23
101.0,0.4422999999999999,58.13,33.25
101.0,0.445501,60.83,33.53
103.0,0.4970342499999999,58.65,34.29
104.0,0.5332034999999999,59.88,34.65
105.0,0.562971,59.85,34.81
105.0,0.58793775,58.8,34.91
106.0,0.60874325,61.03,35.0
106.0,0.51848,64.55,34.83
104.0,0.4672667499999999,63.47,34.71
104.0,0.52040025,68.35,34.71
104.0,0.4967144999999999,60.77,34.65
107.0,0.522641,61.42,34.65
108.0,0.55240825,61.42,34.75
108.0,0.58025575,61.75,34.89
108.0,0.6388305,60.88,34.89
109.0,0.70892875,62.05,35.03
109.0,0.757261,60.97,35.09
108.0,0.7694242499999999,65.13,35.11
106.0,0.538645,65.43,35.23
104.0,0.566492,62.08,34.73
103.0,0.58441675,61.18,34.73
103.0,0.604582,60.27,34.68
104.0,0.62634725,61.5,34.77
105.0,0.6465127500000001,61.85,34.84
106.0,0.666358,62.25,34.95
107.0,0.6849225,62.3,35.03
107.0,0.70156675,62.6,35.11
107.0,0.71469025,62.68,35.21
108.0,0.725573,62.05,35.23
109.0,0.7278135,63.38,35.37
111.0,0.70124675,61.13,35.34
110.0,0.90129825,68.02,35.09
107.0,0.8616769999999999,64.0,35.45
105.0,0.8184659999999999,63.45,35.34
104.0,0.7934995,63.75,35.13
104.0,0.7883782500000001,63.13,35.0
105.0,0.78677775,63.3,34.91
106.0,0.784537,64.33,34.87
107.0,0.7848572500000001,63.35,34.84
107.0,0.788378,63.83,34.84
107.0,0.791899,63.48,34.84
108.0,0.8027820000000001,62.5,34.84
109.0,0.81238425,63.42,34.95
111.0,0.791899,62.65,34.79
113.0,0.76533225,61.38,35.0
115.0,0.753809,61.47,35.13
114.0,0.8639177499999999,69.97,35.11
112.0,0.77301425,58.8,35.27
112.0,0.7102780000000001,61.15,35.21
113.0,0.6616255,61.97,35.15
115.0,0.7211609999999999,62.67,34.89
116.0,0.88056175,61.32,34.79
118.0,0.8101437499999999,83.33,34.77
120.0,0.740686,60.93,34.81
120.0,0.70451675,62.72,34.89
120.0,0.666107,61.28,35.03
117.0,0.681791,65.85,35.09
114.0,0.77493475,62.72,34.97
115.0,0.810784,63.33,34.99
117.0,0.8520745000000001,68.7,34.99
120.0,1.1677745000000002,65.97,35.09
123.0,0.9997315,58.65,35.33
126.0,0.94105725,59.2,35.33
127.0,0.88248225,59.07,35.31
127.0,0.84407225,58.93,35.29
128.0,0.810784,60.43,35.29
128.0,0.7906187499999999,59.95,35.29
127.0,1.42640075,60.25,35.65
127.0,1.30573,63.7,35.63
127.0,1.3815895,64.6,35.65
126.0,1.44656625,69.63,35.73
135.0,0.3677209999999999,87.03,31.91
130.0,0.3827649999999999,74.9,31.95
128.0,0.356198,70.92,32.0
117.0,0.321309,97.52,32.53
120.0,0.32643075,67.93,33.87
114.0,0.31458775,72.68,34.05
106.0,0.376043,72.85,33.63
106.0,0.296663,69.87,32.83
105.0,0.4682269999999999,74.8,34.57
115.0,0.54095475,67.3,35.43
121.0,0.5402455,73.68,34.18
108.0,0.4707874999999999,68.02,34.73
110.0,0.426616,74.67,34.83
116.0,0.473028,69.62,34.11
125.0,0.5524085,68.03,34.95
119.0,0.399089,75.18,34.95
117.0,0.39652825,74.92,34.5
130.0,0.40004925,70.83,33.29
159.0,0.251005,66.47,32.89
159.0,0.344171,69.15,34.16
158.0,0.386112,61.85,34.65
126.0,0.39859825,63.17,34.45
121.0,0.40852325,63.77,34.63
118.0,0.4258115,66.9,34.77
116.0,0.4001989999999999,61.13,35.13
114.0,0.4286932499999999,60.8,35.18
107.0,0.5119345,61.1,34.63
105.0,0.55547625,60.98,34.73
104.0,0.5884525,61.72,34.87
105.0,0.6217495,61.37,35.05
107.0,0.653125,61.68,35.16
108.0,0.53589325,61.38,35.29
110.0,0.56438725,62.32,35.39
111.0,0.59064025,64.08,35.45
111.0,0.617854,63.43,35.55
110.0,0.4552132499999999,60.6,35.57
109.0,0.46577825,58.73,35.39
108.0,0.47826475,59.08,35.31
108.0,0.4865887499999999,59.17,35.27
109.0,0.497154,59.8,35.27
109.0,0.507399,60.68,35.29
109.0,0.51476275,61.2,35.37
110.0,0.5259685000000001,61.15,35.41
111.0,0.534292,61.33,35.41
111.0,0.5432565,62.18,35.45
111.0,0.54998025,61.55,35.5
112.0,0.59864475,61.33,35.41
112.0,0.541976,64.05,35.55
111.0,0.55990525,69.72,35.57
110.0,0.533652,64.3,35.66
109.0,0.56534775,65.42,35.59
109.0,0.51732375,72.57,35.45
110.0,0.517324,65.42,35.59
111.0,0.521486,64.93,35.49
111.0,0.48274675,60.53,35.23
111.0,0.48306675,59.28,35.37
111.0,0.49107075,59.38,35.34
111.0,0.498755,59.7,35.34
113.0,0.5073989999999999,59.23,35.41
114.0,0.5131620000000001,59.73,35.41
114.0,0.521486,58.88,35.47
114.0,0.52724925,59.37,35.47
115.0,0.5317310000000001,59.42,35.47
116.0,0.5285295,63.73,35.47
115.0,0.57207125,63.07,35.18
115.0,0.59768375,65.62,35.13
116.0,0.618174,63.23,35.07
116.0,0.62937975,70.18,35.09
116.0,0.627779,60.58,35.18
116.0,0.636423,58.67,35.23
117.0,0.58238525,75.17,35.15
118.0,0.60671725,62.77,35.03
118.0,0.62720775,62.42,35.05
118.0,0.6525004999999999,61.88,35.09
118.0,0.6768325,61.53,35.21
118.0,0.69284025,61.97,35.34
120.0,0.704046,62.62,35.45
122.0,0.541976,60.98,35.59
123.0,0.4952329999999999,60.95,35.63
124.0,0.50932025,60.88,35.34
124.0,0.507719,61.83,35.34
123.0,0.5038772499999999,62.02,35.41
123.0,0.4958732499999999,62.93,35.45
122.0,0.47314175,75.68,35.39
122.0,1.168917,63.97,35.43
122.0,1.46548375,81.33,35.0
123.0,0.925276,65.85,35.47
121.0,0.65890325,69.38,35.11
123.0,0.61696225,62.25,34.83
123.0,0.50650725,60.85,35.21
123.0,0.5864779999999999,65.23,35.09
122.0,0.62809925,63.43,35.16
122.0,0.48722875,59.3,35.16
123.0,0.4532922499999999,57.98,35.34
125.0,0.5262885,58.95,35.05
129.0,0.539415,56.83,35.25
130.0,0.53909475,58.78,35.39
131.0,0.5445369999999999,58.55,35.49
132.0,0.5451775,59.68,35.55
132.0,0.5419765,66.02,35.5
132.0,0.53301175,58.08,35.65
123.0,0.2337165,61.65,31.09
126.0,0.102451,78.08,29.75
121.0,0.1050122499999999,73.97,31.05
184.0,0.2503644999999999,103.68,33.5
116.0,0.153036,59.45,32.87
81.0,0.208744,65.03,32.65
97.0,0.2212299999999999,79.28,32.03
109.0,0.06371175,88.75,31.93
100.0,0.1892139999999999,104.0,32.23
99.0,0.16136025,64.5,31.79
102.0,0.18057,62.83,31.49
112.0,0.16296125,79.43,31.87
129.0,0.23915875,90.78,33.09
120.0,0.1309452499999999,94.33,32.99
116.0,0.233076,83.0,33.25
118.0,0.2141864999999999,105.08,33.91
124.0,0.1924159999999999,72.9,34.25
125.0,0.227953,69.03,34.77
124.0,0.2193089999999999,68.63,34.16
120.0,0.2247515,74.83,34.21
128.0,0.241342,62.03,34.0
126.0,0.2592665,61.68,34.49
130.0,0.262467,66.32,34.41
131.0,0.28455325,72.73,34.18
131.0,0.3108,57.55,34.07
132.0,0.33288575,56.72,34.16
132.0,0.401703,63.97,34.39
132.0,0.400423,64.22,34.71
130.0,0.414827,59.88,34.81
129.0,0.4295505,61.07,34.99
129.0,0.4436339999999999,60.57,35.03
129.0,0.4538764999999999,63.53,34.89
128.0,0.4196279999999999,64.8,34.77
127.0,0.354651,59.33,34.68
128.0,0.414827,61.9,34.59
129.0,0.4532359999999999,62.43,34.61
129.0,0.4798029999999999,62.3,34.68
129.0,0.4977279999999999,61.95,34.84
129.0,0.513092,61.98,34.99
130.0,0.525575,62.8,35.13
130.0,0.455797,69.58,35.23
129.0,0.456757,57.08,35.59
128.0,0.4669999999999999,57.27,35.63
124.0,0.4980479999999999,59.92,35.66
122.0,0.5066900000000001,59.75,35.63
121.0,0.4996482499999999,60.43,35.41
124.0,0.49932825,62.55,35.21
125.0,0.50669025,65.25,34.87
125.0,0.40938525,65.45,34.91
127.0,0.4986882499999999,62.47,34.59
128.0,0.52269425,63.02,34.73
128.0,0.542539,62.4,34.91
128.0,0.487485,61.12,35.05
128.0,0.4766025,57.8,35.23
128.0,0.474682,57.63,35.31
130.0,0.4730815,58.35,35.33
132.0,0.475642,58.07,35.43
134.0,0.4798029999999999,58.32,35.49
135.0,0.479483,58.35,35.41
135.0,0.483004,57.37,35.45
135.0,0.50028875,60.52,35.39
135.0,0.522374,62.2,35.34
134.0,0.52813575,59.05,35.79
133.0,0.53261675,59.43,35.81
133.0,0.4676399999999999,59.52,35.31
133.0,0.45835775,59.1,35.31
133.0,0.532937,61.37,35.34
134.0,0.5591834999999999,60.92,35.37
135.0,0.57774825,61.05,35.45
131.0,0.486525,63.23,35.53
128.0,0.4676399999999999,60.02,35.31
127.0,0.4663599999999999,59.4,35.03
131.0,0.4666799999999999,59.22,34.87
135.0,0.4644392499999999,59.35,35.07
137.0,0.458678,59.05,34.73
138.0,0.3946612499999999,68.7,34.43
139.0,0.4161069999999999,57.13,34.84
140.0,0.431471,58.3,34.71
140.0,0.43019075,56.25,34.49
140.0,0.45419675,59.5,34.13
141.0,0.482364,59.68,34.0
141.0,0.483644,67.92,34.18
138.0,0.66091625,79.27,34.77
151.0,13.08744875,94.13,32.45
152.0,3.7914695,75.02,31.57
151.0,2.81328975,76.5,31.35
149.0,1.904163,69.0,31.03
149.0,1.42512075,67.7,30.41
153.0,1.368466,70.75,29.73
169.0,1.2982692500000002,69.02,29.29
138.0,1.57623275,80.37,31.15
134.0,1.6024875,81.32,31.99
122.0,0.5365657500000001,99.05,30.81
117.0,0.4017705,84.05,29.61
113.0,0.2490454999999999,82.37,29.57
108.0,0.5058819999999999,71.4,29.05
95.0,0.495316,92.7,27.77
98.0,0.423863,80.62,27.39
96.0,1.7831887500000003,77.95,29.09
103.0,1.564386,81.6,34.13
94.0,1.22896025,87.85,33.23
81.0,2.455169,88.23,32.34
77.0,1.5043135,63.88,31.11
112.0,2.58269125,97.88,30.97
94.0,3.60284075,92.37,34.33
155.0,3.5996390000000003,79.78,34.09
139.0,4.24691225,97.47,35.34
120.0,3.751724,95.67,33.83
115.0,2.75293525,92.17,34.25
106.0,2.80073275,88.38,33.71
96.0,1.1635445,86.4,33.45
102.0,0.93525725,87.65,33.27
113.0,0.54649125,81.58,33.21
144.0,0.29232325,93.47,32.16
151.0,0.4511314999999999,94.47,31.77
152.0,0.43859125,99.33,31.25
150.0,0.3467537499999999,95.3,30.81
139.0,0.409455,99.67,33.63
145.0,3.89388325,102.12,34.77
108.0,0.373915,95.78,32.63
102.0,0.67328225,93.55,31.25
111.0,0.5055085,69.02,31.27
114.0,0.4878984999999999,77.2,30.63
104.0,0.52760075,87.35,29.15
100.0,0.49302175,78.2,28.53
105.0,0.58144425,79.68,28.53
109.0,0.521571,77.37,28.71
112.0,0.42162175,72.93,28.89
112.0,0.4529992499999999,77.22,29.09
112.0,0.5122325,93.22,29.67
113.0,0.43603,79.15,29.93
102.0,0.51031125,83.5,30.13
100.0,0.4821355,75.72,29.99
101.0,0.52952175,80.22,29.65
103.0,0.51671475,78.95,29.39
106.0,0.5381665,75.13,29.13
100.0,0.2525674999999999,75.5,28.65
98.0,0.2346909999999999,78.67,29.23
98.0,0.27151125,72.15,29.39
97.0,0.2291944999999999,72.73,29.51
97.0,0.27690075,73.22,29.73
95.0,0.331011,73.57,30.07
92.0,0.3912049999999999,72.58,30.63
89.0,0.4546,74.33,31.31
90.0,0.4949425,72.92,32.29
92.0,3.812101,77.33,33.47
95.0,1.958572,76.8,34.03
94.0,1.0813575,77.33,33.99
92.0,1.04443825,75.82,34.29
90.0,0.98456475,78.03,34.66
88.0,0.94870475,77.1,34.89
87.0,0.9755995,77.87,35.03
86.0,0.9807225,79.53,35.11
84.0,0.9448625,78.78,35.18
82.0,1.6355865,80.78,35.25
83.0,1.64839375,77.33,35.27
85.0,2.604143,80.17,35.25
88.0,2.58077,72.02,35.31
88.0,3.48245375,77.33,35.29
87.0,3.77637775,76.72,35.27
86.0,5.03096275,76.65,35.23
85.0,5.197776,77.22,35.23
84.0,4.357374,75.35,35.27
83.0,2.896466,72.83,35.29
81.0,2.891023,74.78,35.41
81.0,4.433896750000001,76.05,35.43
86.0,5.5923375,74.13,35.47
94.0,7.35016975,73.12,35.45
104.0,5.40557175,77.1,35.23
101.0,6.2215015000000005,84.52,35.03
98.0,4.96212475,81.9,35.03
100.0,6.6743075,84.07,35.0
105.0,8.16208325,75.2,34.99
108.0,9.10569175,80.42,35.03
110.0,8.50371375,81.4,35.16
110.0,8.47160225,78.93,35.25
108.0,11.001962,78.18,35.29
105.0,11.654446,82.05,35.25
99.0,10.4346455,86.48,35.18
87.0,3.94415125,70.33,34.11
83.0,2.718767,66.32,34.03
95.0,3.101853,67.5,34.18
100.0,4.07625725,68.7,34.59
95.0,6.55240275,67.72,34.91
90.0,7.939985999999999,67.62,35.07
88.0,9.771343,67.78,35.16
114.0,3.49269975,73.4,35.07
106.0,2.9380895,68.77,35.11
101.0,2.73349525,67.32,35.18
99.0,2.62815625,66.2,35.23
98.0,2.5503530000000003,66.93,35.29
95.0,7.91309125,74.85,35.15
92.0,5.0144095,79.33,35.0
94.0,3.7369955,67.83,35.03
97.0,2.81889175,71.33,34.66
102.0,2.59860925,64.15,34.47
105.0,2.451327,63.75,34.55
106.0,2.35207175,64.82,34.63
108.0,2.2944395,65.18,34.71
109.0,1.2869125,68.32,34.83
108.0,1.38040425,68.63,35.03
106.0,1.44443975,70.28,34.93
104.0,1.43803625,64.88,34.99
107.0,1.2893745,70.18,35.09
114.0,1.4341945,71.77,35.15
121.0,1.4290715,69.13,35.15
124.0,1.48606325,64.35,35.29
117.0,4.24691225,74.12,34.33
113.0,2.42443175,71.68,34.16
108.0,1.7779455,70.32,33.89
105.0,1.02202525,83.18,33.27
106.0,0.86001525,94.83,32.61
108.0,0.71977675,78.98,31.87
108.0,0.72290975,69.38,31.03
108.0,0.61565,68.38,30.57
102.0,0.58722325,89.48,30.41
100.0,0.556737,78.63,30.25
100.0,0.6057245,77.72,29.65
102.0,0.6031627500000001,73.57,28.97
103.0,0.58651375,73.33,29.41
129.0,0.52151725,69.88,28.39
145.0,0.540088,71.15,28.03
109.0,0.54072825,92.87,28.11
109.0,0.522798,85.32,27.31
95.0,1.096627,81.88,26.29
120.0,0.07043925,114.97,29.99
85.0,0.16137,88.75,29.59
86.0,0.02273275,79.42,29.65
90.0,0.0307369999999999,78.67,29.89
136.0,0.07204025,76.87,27.55
122.0,0.0528295,88.85,27.43
112.0,0.0723605,77.12,26.85
109.0,0.0890094999999999,80.58,26.85
105.0,0.069479,79.1,26.75
102.0,0.0214519999999999,73.1,26.83
97.0,0.0621144999999999,97.32,26.19
95.0,0.05218925,80.4,26.25
97.0,0.0121667499999999,72.45,26.53
92.0,0.0505884999999999,83.82,25.41
91.0,0.038421,72.45,25.53
92.0,0.0185705,83.52,25.71
100.0,0.0352195,79.58,25.07
98.0,0.0153687499999999,77.73,25.59
114.0,0.0457857499999999,81.95,25.15
112.0,0.055711,80.23,25.19
117.0,0.0467459999999999,72.78,25.17
120.0,0.039062,75.17,25.27
113.0,0.0156889999999999,89.45,25.31
98.0,0.00256125,80.88,26.47
96.0,0.0172897499999999,75.15,28.45
97.0,0.105339,72.88,29.01
98.0,0.136076,72.67,29.05
100.0,0.13191375,76.3,28.63
102.0,0.060514,73.2,28.51
105.0,0.033939,73.2,28.73
105.0,0.1376764999999999,75.2,28.89
105.0,0.15912875,78.88,28.93
101.0,0.1312735,91.03,28.75
98.0,0.11622475,102.33,28.07
95.0,0.08772875,88.78,29.21
97.0,0.1610499999999999,76.92,31.51
136.0,0.11686525,62.4,30.91
134.0,0.1271109999999999,84.18,31.17
95.0,0.14760225,77.85,29.99
94.0,0.168414,74.37,29.71
95.0,0.18346225,72.43,29.81
100.0,0.2273265,74.07,29.41
100.0,0.19947125,76.82,29.11
99.0,0.2222039999999999,73.9,28.91
100.0,0.21932225,73.1,28.75
102.0,0.275354,77.82,28.67
105.0,0.0861282499999999,80.0,29.29
105.0,0.08292625,80.93,29.35
105.0,0.1805807499999999,73.08,29.81
105.0,0.2218837499999999,73.03,30.13
106.0,0.2571035,73.55,30.61
106.0,0.28784075,75.28,31.39
106.0,0.09632025,73.37,33.18
106.0,0.1318605,70.18,33.91
106.0,0.1574745,70.72,34.21
105.0,0.1888519999999999,72.32,34.47
103.0,0.21638725,72.38,34.65
100.0,0.2416812499999999,71.6,34.77
99.0,0.2605719999999999,71.18,34.83
98.0,0.2807429999999999,73.28,34.84
100.0,3.560989,78.12,34.89
103.0,1.29715775,72.02,34.57
107.0,0.40977525,74.9,34.81
108.0,0.3037959999999999,74.12,34.93
106.0,0.2871464999999999,71.58,34.91
104.0,0.2865062499999999,74.6,34.93
102.0,0.291309,76.6,34.95
102.0,0.266015,71.33,34.81
102.0,0.2887477499999999,72.95,34.68
101.0,0.301875,75.42,34.65
93.0,0.41137625,71.78,34.5
84.0,0.3172435,71.42,34.45
80.0,0.078444,73.1,33.41
102.0,0.18250175,67.48,32.99
108.0,0.2481384999999999,63.62,32.84
104.0,0.30513,66.85,32.29
103.0,0.33586725,67.05,32.33
103.0,0.3736485,67.33,32.84
105.0,0.40566625,68.4,33.43
106.0,3.13339825,77.75,33.99
107.0,2.84747875,75.98,34.37
108.0,1.48574325,69.77,34.53
105.0,0.27631425,69.48,34.53
103.0,0.3057704999999999,65.78,34.71
97.0,0.32754275,67.77,34.81
90.0,0.3473937499999999,68.0,34.91
82.0,0.37044625,70.33,34.95
79.0,0.6892910000000001,68.03,35.03
84.0,2.0363755,68.0,35.11
92.0,3.3122105,68.73,35.13
97.0,3.752776,68.95,35.16
100.0,3.78950525,68.13,35.18
99.0,3.93633925,75.52,35.21
103.0,1.2158325,76.83,35.15
107.0,1.15756025,73.02,35.16
110.0,1.47933925,72.9,35.34
111.0,2.77543875,77.62,35.53
110.0,2.6451260000000003,74.38,35.63
107.0,1.790432,75.73,35.63
99.0,0.3694325,75.07,33.16
105.0,0.35603875,81.37,34.07
104.0,0.363029,79.42,34.09
102.0,0.86667,79.48,34.21
103.0,2.68450775,81.75,33.21
84.0,0.29291,74.68,27.91
98.0,0.29584475,82.55,28.01
96.0,0.034259,83.88,28.61
78.0,0.576001,115.02,28.37
94.0,0.4059327499999999,85.22,30.23
108.0,2.5269802500000003,95.33,34.5
110.0,2.62047225,100.42,34.34
132.0,2.7988115,84.47,33.33
131.0,2.13178875,92.52,32.83
124.0,1.1171185,94.87,32.31
103.0,0.800782,104.7,32.83
93.0,3.3788075,93.92,31.37
123.0,1.11497625,87.55,34.53
134.0,1.83493675,87.57,34.71
147.0,2.9488077500000003,101.12,34.23
139.0,2.2870755000000003,91.37,35.5
107.0,0.98978675,82.55,34.71
102.0,0.95350725,88.53,34.45
109.0,0.7280325,83.83,33.95
127.0,0.71753575,106.42,33.53
129.0,1.24486975,72.13,32.83
115.0,0.8878705,89.17,34.23
114.0,0.80398425,92.52,34.37
117.0,0.8836395,111.08,33.53
113.0,1.0380345,85.2,33.91
105.0,0.6544605,88.88,33.63
117.0,0.45684125,88.8,32.77
112.0,0.43667025,93.85,32.39
95.0,0.296752,85.32,30.33
104.0,0.2938705,92.98,30.45
108.0,0.2186285,77.12,29.73
109.0,0.2455232499999999,81.5,29.59
114.0,0.2445627499999999,76.92,29.17
168.0,0.2151065,82.23,29.63
168.0,0.2314357499999999,79.62,29.51
145.0,0.2013389999999999,86.55,28.87
123.0,0.21190475,87.73,28.51
143.0,0.2237512499999999,83.18,29.11
149.0,0.2580105,84.43,28.73
153.0,0.22151025,95.08,29.83
146.0,0.26089225,94.15,29.53
139.0,0.2887475,91.2,29.63
134.0,0.3028355,87.03,29.49
129.0,0.3156425,85.1,29.25
123.0,0.32844975,86.5,29.31
117.0,0.35470425,84.33,30.85
112.0,0.38576175,81.8,32.45
107.0,0.4145777499999999,80.92,33.39
96.0,0.87346275,80.15,34.09
92.0,0.60963575,85.88,34.29
90.0,0.512942,79.58,34.84
90.0,0.4959719999999999,78.45,35.0
91.0,0.5532842499999999,78.95,34.73
92.0,0.556806,80.23,34.68
94.0,0.56641125,79.87,34.75
97.0,0.57825825,79.97,34.81
101.0,0.5798592499999999,79.93,34.91
106.0,0.55897825,79.45,34.83
110.0,0.50134625,84.68,34.5
112.0,0.509671,84.9,34.61
111.0,0.52247775,78.32,34.63
109.0,0.477973,77.18,34.45
108.0,0.4911005,79.48,34.55
112.0,0.5183154999999999,77.47,34.55
125.0,0.5666625000000001,82.67,34.66
114.0,0.5631405,72.97,34.97
110.0,0.57146525,71.08,34.95
102.0,0.07204025,76.87,33.31
104.0,0.3912584999999999,73.48,33.21
108.0,0.324661,73.13,32.09
109.0,0.36212175,70.82,31.57
110.0,0.4898199999999999,79.98,32.13
110.0,0.26350675,68.5,33.93
111.0,0.3999029999999999,71.88,34.29
111.0,0.42711825,73.4,34.71
111.0,0.478987,74.65,34.99
110.0,0.947424,74.63,35.13
107.0,2.6098155,74.82,35.18
107.0,1.2917145,76.42,35.34
108.0,4.1186485,87.43,34.45
110.0,2.05910825,74.12,34.39
109.0,1.38808875,72.15,34.61
108.0,1.33141725,76.05,34.79
107.0,1.2334425,74.55,34.93
107.0,1.23216175,72.37,35.0
108.0,1.284671,74.55,35.05
109.0,1.50431375,74.7,35.09
112.0,1.44976225,72.47,35.16
113.0,1.11913875,71.82,35.0
112.0,0.8821077500000001,70.62,34.99
110.0,0.84784875,70.53,35.16
108.0,0.72618075,71.47,35.27
106.0,0.7220185,73.18,35.16
106.0,0.7636415,72.72,35.13
106.0,1.4037775,72.68,35.13
105.0,2.2925185,72.75,35.13
105.0,4.28213175,73.42,34.87
105.0,4.4038,70.63,34.59
107.0,2.57948925,73.72,34.83
108.0,1.94123625,77.22,34.89
108.0,1.6373865,74.23,34.83
108.0,1.53845175,77.05,34.89
108.0,1.47921875,72.13,34.89
108.0,0.965034,72.12,34.99
108.0,0.99522975,66.05,34.43
107.0,1.00185425,70.2,34.25
106.0,0.9685555,69.12,34.31
106.0,0.95158625,70.43,34.33
105.0,0.944222,70.15,34.39
105.0,0.9407,70.13,34.41
105.0,0.93589775,68.72,34.43
104.0,0.9374985,69.98,34.47
103.0,0.72034825,77.35,34.75
103.0,0.7975115,68.92,34.53
103.0,4.0168315,76.3,34.61
104.0,4.460821,71.48,34.47
105.0,2.71556525,68.13,34.45
106.0,1.63014375,72.98,34.49
107.0,1.305803,66.57,34.53
107.0,0.92052875,67.6,34.55
106.0,0.8619362500000001,70.47,34.55
107.0,0.836002,68.37,34.49
107.0,0.827677,63.68,34.11
105.0,0.0595534999999999,66.97,34.57
102.0,0.066597,66.72,34.66
102.0,0.0867685,67.25,34.79
105.0,0.0925315,65.85,34.84
109.0,0.099896,67.28,34.97
111.0,0.31948475,67.92,34.59
108.0,0.377117,66.15,34.59
100.0,0.38069225,72.23,34.68
91.0,0.4248767499999999,72.92,33.93
96.0,0.17289625,72.68,32.45
99.0,0.1882647499999999,74.33,31.75
102.0,0.36788525,77.95,30.85
103.0,0.19370825,76.38,31.17
82.0,0.0211319999999999,82.38,30.91
85.0,0.0582725,69.52,30.61
100.0,0.0425837499999999,84.22,30.05
106.0,0.217401,72.17,29.59
107.0,0.2516602499999999,70.45,29.35
77.0,0.1155844999999999,83.33,29.17
77.0,0.073321,90.05,29.49
82.0,0.1299925,77.22,29.39
90.0,0.2308489999999999,71.32,29.51
89.0,0.32209975,77.73,32.93
103.0,0.1997377499999999,76.95,33.18
96.0,0.67431175,87.62,33.71
83.0,1.856709,89.62,33.21
92.0,0.3905645,91.48,33.5
100.0,2.719957,103.48,31.53
