glucose,eda,hr,temp
86.0,1.79984275,67.52,34.93
86.0,1.8398725,62.82,34.97
86.0,1.8750985,60.63,35.07
86.0,1.8891885,60.18,35.16
86.0,1.91512775,61.65,35.21
87.0,1.94350775,60.25,35.27
87.0,1.99218375,59.58,35.29
88.0,2.05238875,58.92,35.34
88.0,2.08953575,58.18,35.45
89.0,1.81669475,60.33,35.41
90.0,1.87689875,60.85,35.63
91.0,15.8204475,64.88,35.61
91.0,5.8063590000000005,64.73,35.18
91.0,3.3052757500000003,56.07,35.27
90.0,2.3157775000000003,55.63,35.29
90.0,1.841353,58.52,35.34
90.0,1.761934,59.45,35.45
90.0,1.454507,59.0,35.49
90.0,1.47724375,57.38,35.61
90.0,1.5038235,58.17,35.43
90.0,1.85044025,62.03,35.68
90.0,1.89911625,67.4,35.83
89.0,1.8804215,64.85,35.95
88.0,2.018123,63.42,35.99
88.0,2.1481395,62.48,36.0
89.0,2.2502945,68.05,36.0
89.0,2.32394875,67.43,35.71
70.0,2.9795165,89.73,31.05
75.0,0.47109575,77.12,32.34
78.0,0.46276925,79.32,32.23
102.0,3.355817,92.02,35.13
107.0,3.7128325,85.82,36.0
99.0,2.9579975000000003,80.03,33.63
99.0,2.042739,74.83,33.49
95.0,1.03572225,77.2,32.23
72.0,9.8193025,83.93,34.39
68.0,1.546629,76.35,33.09
68.0,2.42960725,76.72,32.13
68.0,1.80591525,71.48,31.73
71.0,4.757112749999999,75.53,32.66
70.0,3.3730487500000006,82.78,33.29
71.0,2.37260175,75.28,33.65
69.0,1.49122475,75.77,33.59
69.0,2.0931845,74.62,33.0
68.0,0.75607,72.92,31.11
80.0,4.972025,79.58,32.53
76.0,3.85959725,74.67,32.33
82.0,0.2132774999999999,78.87,31.29
109.0,2.78367275,71.78,34.03
119.0,1.021348,73.68,33.53
128.0,0.262861,71.13,32.84
136.0,0.21898775,75.45,33.89
135.0,0.4108094999999999,76.08,33.77
128.0,0.38038725,77.37,34.11
124.0,0.3736624999999999,75.83,34.91
120.0,0.430664,76.55,35.59
116.0,0.4758715,76.12,34.79
114.0,0.55881225,75.9,35.63
112.0,0.6065275,76.0,35.99
108.0,0.3247195,92.75,33.13
93.0,1.5599855,72.12,35.0
96.0,1.5907285,72.03,34.99
93.0,1.4248459999999998,71.55,34.73
90.0,2.02164575,71.53,34.66
77.0,0.194704,78.67,33.23
72.0,0.19310275,74.12,31.59
71.0,0.01825325,72.7,31.01
72.0,5.57484825,66.13,32.15
78.0,0.2007877499999999,60.52,32.79
80.0,0.07077225,71.25,33.84
80.0,0.1694052499999999,63.57,33.63
80.0,0.251065,61.67,33.55
80.0,0.3131915,60.0,33.79
80.0,0.36538925,58.83,34.03
81.0,0.39325,59.02,34.18
82.0,0.4201499999999999,59.18,34.29
82.0,0.18312175,59.35,34.84
82.0,0.1585167499999999,55.7,34.63
83.0,0.1248925,56.43,34.53
83.0,0.12905475,56.57,34.33
83.0,0.197906,57.1,34.0
83.0,0.2286484999999999,56.38,33.75
83.0,0.2376154999999999,57.2,33.73
83.0,0.2491435,57.22,33.71
84.0,0.12996225,64.45,34.11
83.0,0.2376154999999999,58.38,34.23
83.0,0.2312104999999999,58.32,34.75
84.0,0.26931825,60.37,34.65
84.0,0.2821282499999999,60.22,34.75
84.0,0.2926955,62.58,34.84
84.0,0.235694,65.43,34.91
85.0,0.244981,70.08,34.87
85.0,0.2552282499999999,70.85,34.93
85.0,0.2645155,69.63,34.99
85.0,0.2696385,70.03,35.0
84.0,0.2773245,68.0,35.09
84.0,0.2862915,68.0,35.07
84.0,0.28917375,68.38,35.07
84.0,0.2965384999999999,67.43,35.13
84.0,0.2862915,67.15,35.15
83.0,0.283089,60.98,35.11
83.0,0.3679512499999999,60.73,34.95
83.0,3.22912125,67.53,34.97
84.0,3.2437905,67.57,34.73
84.0,1.0283935,57.82,34.31
84.0,0.921336,57.7,33.95
86.0,5.565541,66.72,34.53
86.0,11.451483,58.68,34.07
86.0,12.93036425,60.03,33.99
87.0,14.29771725,60.2,33.87
87.0,16.93134625,60.22,33.81
87.0,17.331281,60.35,33.75
87.0,10.885842,59.02,33.73
87.0,4.863561750000001,58.38,33.61
86.0,4.4200345,60.58,33.59
84.0,0.0,65.98,33.53
82.0,0.40125625,56.15,33.71
80.0,0.32343875,56.05,33.91
79.0,0.22000225,57.25,34.11
79.0,0.190861,55.9,34.27
79.0,0.184456,56.38,34.37
79.0,0.2014284999999999,56.07,34.41
79.0,0.375584,56.15,34.49
80.0,0.0,57.18,34.23
80.0,0.4191892499999999,55.68,34.33
80.0,0.4143854999999999,57.05,34.55
80.0,0.23665475,57.47,34.68
81.0,15.6782625,66.85,34.81
81.0,1.64120475,61.68,34.37
80.0,1.00629725,58.83,34.41
80.0,0.1831217499999999,80.28,34.23
81.0,0.2439662499999999,56.83,34.05
82.0,0.161666,57.43,33.89
82.0,0.20041425,58.75,33.55
82.0,0.24877,60.15,33.43
82.0,0.280794,56.72,33.41
82.0,0.342973,59.75,33.5
93.0,0.7541724999999999,63.05,33.41
110.0,0.79356125,61.02,33.59
140.0,0.73079525,65.52,34.31
151.0,0.8233435,64.95,34.73
161.0,6.589542,69.85,35.13
170.0,9.8587405,67.35,35.13
179.0,7.25226875,67.53,35.25
184.0,7.36307075,67.88,35.31
185.0,7.36371125,68.48,35.37
181.0,7.36307075,65.75,35.45
174.0,7.36307075,67.32,35.33
166.0,7.362750500000001,68.22,35.34
160.0,7.362750500000001,69.05,35.33
158.0,6.39964175,69.72,35.31
160.0,5.22771225,69.03,35.29
166.0,4.314997,70.5,35.29
175.0,3.7407895,76.93,35.29
183.0,3.32320875,81.77,35.37
190.0,1.99425975,72.93,35.39
137.0,1.882144,73.5,35.77
137.0,1.8763795,67.08,35.68
133.0,1.6227525,65.15,35.73
127.0,1.49049425,66.62,35.81
119.0,1.47320175,65.8,35.91
111.0,1.937424,68.45,35.97
103.0,1.87817975,69.5,36.05
95.0,1.84167325,69.57,36.16
55.0,0.6008,82.27,30.31
57.0,0.3852675,85.57,31.17
60.0,0.167814,81.63,30.85
63.0,0.0,78.5,31.59
63.0,0.0768612499999999,67.98,31.51
63.0,1.865604,78.43,31.49
66.0,0.4281279999999999,68.8,32.49
85.0,0.56366575,74.25,31.23
100.0,0.40667125,76.25,30.91
103.0,0.41243575,72.15,30.91
105.0,0.43613475,68.07,31.27
106.0,0.43549375,70.17,31.77
105.0,0.4294089999999999,71.72,31.87
103.0,0.43517375,71.57,31.51
101.0,0.43741625,72.67,31.33
99.0,0.3800905,76.17,31.27
91.0,0.2337865,83.12,31.71
80.0,0.043555,89.78,32.09
77.0,0.010248,86.95,31.89
93.0,0.0819849999999999,73.18,31.71
103.0,0.15852675,76.58,31.95
117.0,0.0807045,75.78,32.99
115.0,0.4272214999999999,76.93,32.89
115.0,0.32954325,76.83,33.25
116.0,0.284387,79.12,33.37
96.0,0.1988792499999999,82.57,32.93
80.0,0.1693619999999999,75.22,30.97
80.0,0.24238,70.75,32.09
78.0,0.38398675,74.03,31.83
77.0,0.39999925,67.0,31.27
76.0,0.4281822499999999,69.4,30.87
76.0,0.43971125,70.95,31.43
77.0,0.4358682499999999,70.55,31.87
80.0,5.78140875,74.22,32.61
85.0,0.950786,72.32,33.07
90.0,0.7362835000000001,72.23,34.95
95.0,0.6607034999999999,71.13,34.65
97.0,0.543154,72.3,35.05
74.0,0.1095274999999999,66.02,31.17
71.0,0.07333825,70.37,30.95
116.0,0.2683745,73.77,32.29
121.0,0.34491525,72.83,32.84
122.0,0.23474725,74.17,32.75
121.0,0.31609275,79.15,32.55
118.0,0.2824654999999999,74.0,32.91
113.0,0.0710964999999999,73.65,32.71
103.0,0.58921675,78.93,32.68
100.0,0.196957,67.52,32.39
104.0,0.24243325,70.68,32.57
108.0,0.1418732499999999,80.78,33.45
111.0,0.02465925,69.25,33.25
115.0,0.1088869999999999,67.12,33.53
118.0,0.0506005,71.9,33.11
103.0,0.017934,74.4,32.45
109.0,0.0333065,69.62,31.51
110.0,0.1108085,64.97,32.31
109.0,0.04067275,92.65,33.27
94.0,0.20976775,64.0,32.61
92.0,0.28406675,62.45,32.55
91.0,0.3548429999999999,65.52,32.93
90.0,0.13610825,62.12,34.27
89.0,0.1405917499999999,64.07,34.71
89.0,0.1338665,62.17,34.81
85.0,0.10664525,56.03,35.13
85.0,0.12265775,50.6,35.23
85.0,0.13354625,53.35,35.29
87.0,0.14763825,54.85,35.43
88.0,0.1812644999999999,58.87,35.23
88.0,0.1975974999999999,57.93,35.33
89.0,0.2078462499999999,61.42,35.45
90.0,3.006098,67.68,35.16
90.0,0.162957,60.08,34.89
88.0,0.3064842499999999,67.78,34.84
88.0,0.342033,68.83,34.95
88.0,0.35132025,65.92,35.03
89.0,0.0317057499999999,67.08,35.16
90.0,0.06373075,67.87,35.16
90.0,0.0845474999999999,66.68,35.25
91.0,0.1015212499999999,63.25,35.23
91.0,0.007686,61.12,34.97
94.0,0.61361,63.42,34.66
94.0,1.397932,64.15,35.21
94.0,1.6635225,70.22,35.21
94.0,1.535299,60.27,33.83
93.0,6.141696,62.03,34.0
92.0,7.36223275,57.68,34.73
90.0,2.45298625,58.27,34.93
88.0,2.4244835,60.18,35.15
87.0,2.9836175000000003,58.65,35.31
85.0,0.006405,60.55,35.03
84.0,0.50088,55.9,34.05
84.0,0.243394,54.73,34.43
85.0,0.22513975,58.7,33.73
85.0,0.725395,58.92,34.34
84.0,0.3768869999999999,54.9,34.43
82.0,0.3820119999999999,54.2,34.93
82.0,0.4470237499999999,56.62,35.0
82.0,0.59087125,57.23,35.09
81.0,0.6289819999999999,56.82,35.09
74.0,2.04802825,108.22,32.53
66.0,2.24786825,87.78,30.51
66.0,3.52516225,72.78,29.91
66.0,1.1937075,62.95,31.33
79.0,0.2186814999999999,67.95,31.03
91.0,0.19722375,66.6,30.55
100.0,0.26677325,66.32,30.83
104.0,0.1738987499999999,68.88,30.77
102.0,0.21617275,71.87,30.61
99.0,0.2414724999999999,72.72,30.25
95.0,0.254923,70.68,30.11
96.0,0.2488382499999999,68.62,29.89
102.0,0.2376294999999998,73.27,29.67
101.0,0.256205,74.7,29.69
102.0,3.94757975,84.68,29.79
103.0,0.49794425,76.72,31.41
97.0,1.9911725,82.55,33.55
137.0,0.94365925,64.57,32.29
108.0,0.64505775,98.37,33.21
110.0,3.9533465,79.97,35.25
91.0,12.554445,113.3,35.34
96.0,4.54960525,105.28,34.87
93.0,0.6281505000000001,100.62,33.5
100.0,0.53487025,76.83,34.03
97.0,0.41443225,82.98,34.16
142.0,0.13997725,70.95,34.81
162.0,0.3574699999999999,68.78,34.81
163.0,0.4026342499999999,65.05,35.25
163.0,0.424095,62.07,35.25
163.0,0.41897,61.3,35.11
162.0,0.42922,60.95,35.13
161.0,0.4391497499999999,61.9,35.21
158.0,0.4474782499999999,61.62,35.25
156.0,0.45388425,61.42,35.33
153.0,0.4606107499999999,62.08,35.37
149.0,0.46541525,61.83,35.39
144.0,0.4718215,60.85,35.41
136.0,0.4779077499999999,62.13,35.41
128.0,0.4807905,61.93,35.43
121.0,0.48783725,62.03,35.45
116.0,0.48847825,62.8,35.49
115.0,0.486556,64.18,35.45
115.0,0.4929624999999999,59.4,35.45
116.0,0.497447,63.33,35.43
117.0,0.4939234999999999,61.32,35.39
118.0,0.4952045,64.17,35.41
119.0,0.271252,87.73,35.34
119.0,0.2273692499999999,70.22,34.91
137.0,0.2581192499999999,76.62,34.97
151.0,0.2206424999999999,54.18,34.59
154.0,0.2305724999999999,60.73,34.61
156.0,0.294315,68.92,34.89
156.0,0.2324942499999999,54.65,34.97
155.0,0.2481895,57.42,35.0
154.0,0.2417832499999999,53.05,35.07
153.0,0.247549,53.0,35.16
152.0,0.2523537499999999,54.17,35.31
150.0,0.2558769999999999,56.92,35.41
145.0,0.2606817499999999,59.57,35.47
139.0,0.2555564999999999,55.12,35.45
129.0,0.25651775,56.38,35.43
127.0,0.26036125,55.53,35.45
124.0,0.2587597499999999,58.37,35.49
121.0,0.2667677499999999,76.6,35.5
119.0,0.2715722499999999,59.68,35.49
118.0,0.27829875,63.07,35.49
118.0,0.51437025,67.17,35.55
118.0,0.3186584999999999,60.78,35.5
118.0,0.2987992499999999,58.6,35.5
118.0,0.2898305,62.73,35.5
117.0,0.3122522499999999,63.63,35.45
116.0,0.33499425,60.6,35.55
115.0,0.2888694999999999,58.27,35.61
114.0,0.3138537499999999,57.02,35.45
113.0,0.3311507499999999,56.65,35.45
113.0,0.3452442499999999,64.48,35.5
113.0,0.3657444999999999,58.62,35.55
112.0,0.3116117499999999,59.45,35.57
112.0,0.3215415,53.92,35.55
111.0,0.32858825,56.07,35.49
109.0,0.3449239999999999,55.17,35.55
107.0,0.4839402499999999,56.58,35.66
109.0,0.4227602499999999,55.57,35.71
112.0,0.3843227499999999,58.28,35.75
113.0,0.367987,55.97,35.81
111.0,0.39233075,57.47,35.75
107.0,0.4189167499999999,64.93,35.75
103.0,0.4323694999999999,57.12,35.68
102.0,0.4791354999999999,59.33,35.65
103.0,0.34396325,65.83,35.71
102.0,0.32922875,60.08,35.49
97.0,0.35133,59.93,35.41
98.0,0.3209005,60.55,35.61
106.0,0.30520525,67.63,35.68
188.0,0.318018,77.25,34.73
209.0,0.2952755,61.78,34.07
191.0,0.3116115,69.03,33.89
175.0,0.2356974999999999,62.12,33.93
144.0,0.2760565,82.13,33.63
134.0,0.27285375,58.68,33.73
86.0,0.380479,73.27,33.13
76.0,0.4003385,83.57,33.33
82.0,8.13196125,82.1,34.03
93.0,6.1764945,105.98,33.13
94.0,2.13091125,77.58,33.27
96.0,1.23773125,79.07,32.09
100.0,2.8571215,93.25,33.84
125.0,2.79947525,115.65,33.59
123.0,3.69563775,118.95,34.09
103.0,0.660142,105.6,34.79
117.0,0.785697,100.53,34.68
103.0,0.25143125,77.77,35.05
97.0,0.28436775,70.43,35.29
162.0,0.16335,71.5,32.93
163.0,0.1418904999999999,69.52,33.55
167.0,0.29499125,74.53,34.29
169.0,0.2658444999999999,67.4,34.31
169.0,0.287304,61.97,34.25
161.0,0.3029985,63.85,34.29
143.0,0.2107534999999999,64.57,34.81
139.0,0.2783354999999999,62.67,34.93
137.0,0.3276607499999999,62.17,35.37
136.0,0.35456575,63.27,35.59
136.0,0.3737832499999999,65.28,35.71
136.0,0.3875559999999999,65.53,35.71
135.0,0.39876625,67.97,35.71
134.0,0.4054924999999999,66.88,35.71
133.0,0.40293025,67.1,35.23
133.0,0.4077342499999999,67.3,35.21
136.0,0.4218272499999999,70.22,35.16
140.0,0.4384827499999999,64.82,35.18
145.0,0.4413654999999999,65.17,35.05
149.0,0.4429667499999999,71.73,35.03
151.0,0.4436075,71.53,34.84
152.0,0.4288737499999999,66.68,35.05
153.0,0.456099,62.63,34.89
154.0,0.466028,62.97,35.03
154.0,0.4708325,62.98,35.11
154.0,0.4749965,63.07,35.18
155.0,0.4781992499999999,61.9,35.21
155.0,0.4810815,60.87,35.27
155.0,0.483004,60.52,35.27
152.0,0.48844875,61.58,35.34
150.0,0.48684725,60.9,35.37
147.0,0.4881282499999999,61.67,35.34
146.0,0.4890894999999999,60.98,35.34
146.0,0.4926125,62.05,35.29
145.0,0.498378,61.9,35.34
143.0,0.505104,60.38,35.25
142.0,0.50766625,61.93,35.23
142.0,0.4990185,59.13,35.33
141.0,0.5115102499999999,63.12,35.33
137.0,0.31895975,59.2,35.37
129.0,0.317038,57.53,35.39
117.0,0.3240842499999999,56.03,35.39
114.0,0.3250455,56.83,35.39
113.0,0.33305275,57.95,35.41
114.0,0.335615,57.3,35.47
116.0,0.334654,57.27,35.45
117.0,0.342341,58.57,35.53
117.0,0.342341,58.68,35.5
122.0,0.0825822499999999,62.82,34.45
120.0,0.259385,78.85,34.75
117.0,0.24785425,52.08,35.21
117.0,0.2449715,52.03,35.33
115.0,0.3033187499999999,54.63,35.41
113.0,0.3849935,56.68,35.43
111.0,0.447131,53.02,35.49
110.0,0.4618644999999999,56.28,35.59
109.0,0.4695514999999999,61.87,35.61
111.0,0.4961354999999999,55.7,35.41
113.0,0.4977375,56.32,35.49
115.0,0.50190075,57.45,35.49
115.0,0.50766625,57.42,35.57
114.0,0.51215075,62.05,35.57
114.0,0.51535325,60.1,35.61
113.0,0.4015952499999999,59.12,35.45
107.0,0.35675425,56.6,35.41
104.0,0.343622,59.22,35.29
103.0,0.34906725,55.65,34.93
105.0,0.3506685,56.38,34.71
107.0,0.33497425,57.67,34.83
108.0,0.3388179999999999,57.03,34.75
109.0,0.3372162499999999,57.88,34.71
109.0,0.333373,54.2,34.65
108.0,0.326006,57.33,34.59
106.0,0.320561,58.53,34.57
103.0,0.3224825,58.53,34.5
105.0,0.30422625,53.75,34.39
107.0,0.3093505,54.63,34.55
110.0,0.3163972499999999,53.58,34.59
113.0,0.3474659999999999,54.57,34.0
114.0,0.3586757499999999,55.6,33.73
112.0,0.325686,60.45,34.0
109.0,0.30903025,56.03,33.91
107.0,0.270595,58.87,33.61
105.0,0.2952579999999999,55.28,33.89
104.0,0.3234435,52.72,33.89
103.0,0.2818057499999999,55.15,34.07
104.0,0.2939765,56.02,34.27
105.0,0.3506685,65.43,34.55
105.0,0.33305275,63.35,34.81
105.0,0.41056375,63.3,35.05
136.0,0.4970964999999999,61.83,33.43
133.0,0.2026929999999999,117.55,32.81
119.0,0.2286365,57.92,32.37
109.0,0.2344017499999999,67.65,32.75
100.0,0.1934044999999999,60.2,33.0
98.0,0.252979,61.8,32.83
94.0,0.2321599999999999,64.57,32.37
97.0,0.25105675,62.9,32.89
97.0,0.28917225,66.2,32.71
98.0,0.1184552499999999,60.28,32.63
99.0,0.30646775,96.92,32.91
101.0,0.212942,58.53,32.81
107.0,0.40864175,75.38,33.15
117.0,0.5614222499999999,81.85,32.25
131.0,0.74366975,70.85,31.87
137.0,0.8746700000000001,72.47,31.87
140.0,0.71267,64.23,31.77
137.0,0.8782625000000001,67.75,31.03
109.0,0.4231082499999999,84.18,32.21
98.0,2.77897625,82.1,31.11
119.0,0.8307895,75.17,30.65
124.0,0.544767,67.15,31.39
107.0,2.5787925,76.57,31.05
111.0,0.76673125,84.92,31.77
115.0,0.60049825,80.82,31.79
131.0,0.4682167499999999,65.48,31.23
147.0,0.37725325,66.82,33.21
157.0,0.34682525,69.4,33.27
151.0,0.2904535,77.68,32.45
141.0,0.3397787499999999,67.88,31.99
127.0,0.252979,60.8,33.25
127.0,0.2670717499999999,66.17,33.31
127.0,0.304226,72.03,33.21
128.0,0.2802039999999999,64.23,33.49
112.0,0.67064275,60.33,33.31
109.0,0.59953725,60.3,33.05
95.0,0.514339,56.37,34.55
107.0,0.54732925,59.93,35.13
123.0,0.3814705,66.22,34.31
112.0,0.2456124999999999,66.6,32.15
111.0,0.25938525,57.73,33.11
111.0,0.266111,63.75,33.81
113.0,1.78031,79.23,34.15
114.0,0.52722,68.38,33.61
113.0,0.51280675,94.93,33.87
117.0,0.33785725,71.43,33.09
177.0,0.27130575,67.53,35.27
157.0,0.54677475,59.17,35.45
153.0,0.6258925,57.42,35.49
152.0,0.5182135,55.63,35.5
153.0,0.5518464999999999,57.08,35.49
156.0,0.59957325,56.95,35.5
157.0,0.6034172499999999,56.65,35.53
157.0,0.615269,56.93,35.55
156.0,0.619433,58.55,35.59
153.0,0.623597,58.05,35.65
149.0,0.62487825,57.9,35.63
145.0,0.628722,57.95,35.65
141.0,0.6405737499999999,57.47,35.66
138.0,0.67196425,57.6,35.65
136.0,0.665558,62.2,35.59
134.0,0.66683925,59.37,35.55
133.0,0.6783705,59.68,35.53
132.0,0.69406575,57.92,35.5
131.0,0.6783705,57.58,35.47
131.0,0.69246425,60.8,35.53
131.0,0.6700425,60.22,35.5
131.0,0.66555775,59.48,35.49
131.0,0.66299525,58.73,35.5
129.0,0.6607535,58.43,35.55
128.0,0.65883125,59.58,35.55
127.0,0.6937455,56.65,35.57
126.0,0.915082,58.02,35.57
125.0,1.627827,57.38,35.57
123.0,2.5286585,56.92,35.57
118.0,1.88792125,56.43,35.61
113.0,1.3854704999999998,55.7,35.59
108.0,1.143954,56.77,35.65
106.0,1.3364625,57.03,35.68
106.0,2.5972055000000003,56.78,35.68
107.0,2.73909725,56.28,35.66
110.0,1.95839025,54.47,35.61
110.0,1.72392075,61.23,35.57
108.0,1.459783,56.07,35.55
107.0,1.288095,56.88,35.53
108.0,1.1788685,62.72,35.53
110.0,0.4432605,53.87,34.41
108.0,0.52141675,53.15,34.93
107.0,0.5512060000000001,54.23,35.09
106.0,0.448706,58.22,35.15
105.0,0.4365334999999999,51.4,35.11
106.0,0.48362025,50.45,35.37
108.0,0.509245,49.63,35.43
110.0,0.427565,51.97,35.53
112.0,0.4253227499999999,53.77,35.39
113.0,1.2067355,53.55,35.45
112.0,0.532697,58.83,35.34
112.0,0.4823385,55.77,35.18
112.0,0.472409,53.33,35.23
113.0,0.47337,59.6,35.31
113.0,0.4804167499999999,53.48,35.37
112.0,0.49066675,52.88,35.41
111.0,0.4198774999999999,51.8,35.41
112.0,0.435573,62.97,35.39
113.0,0.502198,52.5,35.33
112.0,0.5182135000000001,55.08,35.37
111.0,0.5140497500000001,53.63,35.43
111.0,0.5169325,54.75,35.45
111.0,0.5169325,53.72,35.49
111.0,0.52782325,52.97,35.49
110.0,0.53935475,53.58,35.49
108.0,0.4791357499999999,54.0,35.5
106.0,0.465362,58.9,35.57
105.0,0.4496667499999999,58.12,35.59
106.0,0.47593225,54.85,35.47
107.0,0.560175,53.53,35.41
110.0,0.4736905,53.1,35.43
110.0,0.40322125,51.55,35.45
109.0,0.4038617499999999,52.53,35.45
108.0,0.4041822499999999,56.9,35.5
109.0,0.40770575,57.88,35.57
111.0,0.3900882499999999,55.65,35.53
113.0,0.4977137499999999,55.05,35.59
115.0,0.4012989999999999,55.93,35.59
116.0,0.41154925,54.67,35.5
113.0,0.439737,53.73,35.55
108.0,0.4618387499999999,55.03,35.55
108.0,0.476893,56.93,35.55
112.0,0.55985475,55.08,35.57
115.0,0.5037995,54.3,35.63
110.0,0.50764325,54.07,35.63
108.0,0.49066675,54.8,35.63
106.0,0.485862,55.93,35.66
105.0,0.448706,64.52,35.66
105.0,0.47337025,56.45,35.68
109.0,0.484581,55.4,35.61
115.0,0.503159,54.87,35.53
121.0,0.4791357499999999,53.62,35.57
125.0,0.43813525,61.8,35.66
141.0,0.2779787499999999,71.82,35.59
154.0,0.471448,79.12,33.68
155.0,0.338518,65.75,33.41
156.0,0.324424,59.9,33.95
155.0,0.3045644999999999,61.45,34.0
145.0,0.3663855,71.83,33.05
131.0,0.33691625,61.93,32.77
98.0,0.2148769999999999,68.08,32.79
99.0,0.7662055,84.98,32.16
101.0,0.7447444999999999,80.47,31.55
90.0,0.71616775,80.27,30.23
108.0,1.96607775,96.55,30.91
97.0,0.8908077499999999,67.63,31.67
94.0,1.1836730000000002,78.8,31.73
91.0,0.703424,76.47,31.91
94.0,0.3231962499999999,79.5,28.61
110.0,0.2251269999999999,78.28,31.75
164.0,0.2635645,62.62,32.87
163.0,0.26484575,63.73,32.87
126.0,0.17649275,70.05,31.71
89.0,0.29821175,73.13,32.55
81.0,0.33953225,74.82,32.91
77.0,0.397189,81.0,30.47
81.0,1.82962425,82.6,32.61
87.0,3.01200475,79.97,33.95
102.0,5.0050495,78.35,34.0
101.0,3.30732,75.75,34.15
99.0,2.60712825,73.05,33.77
116.0,0.53455,105.12,31.59
106.0,0.3529319999999999,82.27,32.65
85.0,1.193923,65.27,30.41
92.0,0.4240414999999999,91.0,31.65
101.0,0.87055875,90.97,30.15
109.0,0.22582125,71.65,30.95
108.0,0.3427354999999999,67.43,32.71
112.0,0.2052677499999999,77.47,33.13
117.0,0.209752,72.02,33.31
123.0,0.35266525,81.97,33.57
114.0,0.2308927499999999,72.85,33.31
114.0,0.345298,69.77,34.68
120.0,0.40103225,70.42,35.15
166.0,0.190907,63.13,34.33
159.0,0.23414875,65.87,34.63
151.0,0.27034475,66.28,35.03
151.0,0.27707125,69.53,35.05
184.0,0.2796335,68.8,34.99
192.0,0.49424375,62.13,35.09
193.0,0.53075925,63.17,35.18
194.0,0.55125925,61.55,35.33
193.0,0.58168925,64.55,35.53
191.0,0.5919395000000001,63.7,35.61
188.0,0.59994725,64.88,35.66
185.0,0.6066735000000001,66.73,35.71
180.0,0.6140410000000001,65.97,35.66
174.0,0.6191660000000001,66.2,35.66
163.0,0.45415125,67.28,35.66
160.0,0.45351075,78.7,35.66
157.0,0.45831525,73.35,35.63
156.0,0.4493465,72.55,35.61
155.0,0.4499869999999999,75.92,35.61
152.0,0.46504175,65.78,35.41
149.0,0.47529175,64.48,35.34
148.0,0.4762524999999999,64.77,35.31
145.0,0.47881525,64.98,35.29
139.0,0.47785425,64.02,35.27
130.0,0.4829795,62.53,35.27
121.0,0.4804167499999999,62.98,35.23
115.0,0.48137775,62.0,35.23
114.0,0.4884247499999999,62.32,35.23
116.0,0.49483075,61.77,35.27
118.0,0.4925885,60.28,35.27
120.0,0.51853375,60.57,35.29
123.0,0.4964322499999999,62.2,35.34
142.0,0.2658065,56.65,34.63
144.0,0.2558772499999999,57.18,34.57
145.0,0.25940025,55.2,34.55
146.0,0.16779075,57.6,35.13
146.0,0.2283299999999999,54.42,34.99
144.0,0.2360179999999999,52.93,35.09
135.0,0.2523537499999999,53.18,35.33
128.0,0.2581192499999999,53.78,35.45
124.0,0.2610019999999999,53.45,35.49
120.0,0.26388475,55.95,35.34
119.0,0.2542752499999999,64.1,35.41
118.0,0.2501115,58.77,35.45
117.0,0.2513927499999999,53.25,35.29
115.0,0.2706115,64.78,35.23
115.0,0.26836925,57.3,35.29
116.0,0.213916,61.7,35.43
116.0,0.16074425,56.23,35.27
116.0,0.2318535,58.07,35.39
116.0,0.2385799999999999,56.18,35.47
116.0,0.2417832499999999,56.82,35.5
117.0,0.2837444999999999,61.73,35.53
116.0,0.2840644999999999,58.97,35.5
114.0,0.2232049999999999,57.33,35.27
114.0,0.2843847499999999,57.05,35.29
113.0,0.2561974999999999,56.22,35.41
110.0,0.3404394999999999,54.22,35.63
108.0,0.3977759999999999,55.5,35.68
106.0,0.671964,56.3,35.75
105.0,0.6342362500000001,59.35,35.57
108.0,0.557933,58.98,35.61
116.0,0.502198,57.55,35.53
131.0,0.4310885,62.35,35.63
156.0,0.3929714999999999,66.07,34.93
142.0,0.315829,63.02,32.63
98.0,0.21909425,62.92,32.31
92.0,0.2501652499999999,65.47,32.16
90.0,0.25657125,68.33,31.97
86.0,0.5778455,87.83,31.35
94.0,1.43704075,105.7,33.57
97.0,1.0400735,83.05,32.15
116.0,0.948464,78.98,32.16
81.0,4.1047105,93.43,32.63
81.0,1.54230325,89.63,33.68
81.0,1.155066,87.85,32.63
89.0,1.06345625,83.12,31.41
86.0,0.78830725,80.43,32.43
84.0,0.27701775,73.32,32.68
90.0,0.35837725,66.8,32.99
110.0,0.267088,70.55,33.33
141.0,0.3218614999999999,65.15,33.31
139.0,0.28406475,72.13,32.68
136.0,0.26644725,61.17,31.53
130.0,0.21647875,68.98,31.95
131.0,0.2171192499999999,69.32,32.27
126.0,0.0778365,64.5,35.29
123.0,0.06694525,67.77,35.33
115.0,0.211407,59.63,34.93
113.0,0.25144625,58.77,34.71
112.0,0.20660225,59.98,34.21
112.0,0.18674275,59.12,34.57
111.0,0.2082034999999999,55.88,34.63
110.0,0.2376725,55.75,34.41
110.0,0.0963609999999999,56.27,34.0
110.0,0.09411875,54.88,34.25
110.0,0.289243,52.63,34.49
110.0,0.36579775,54.05,34.68
110.0,0.38629775,55.07,34.84
109.0,0.4173685,55.02,35.07
109.0,0.42825925,55.12,35.07
109.0,0.438189,55.95,35.13
108.0,0.4506807499999999,55.92,35.09
